norec,mean_SI,std_SI,week_count,min_SI,max_SI,deviation_from_overall,uniformity
2193,0.8448,0.1596,17,0.5813,1.0,0.012233794063079673,0.9853059204471163
2194,0.776,0.1919,17,0.435,1.0,0.0565662059369203,0.9320580086802057
2195,0.789,0.1932,16,0.4747,1.0,0.04356620593692029,0.9476723825369617
2196,0.7352,0.1748,16,0.5741,1.0,0.09736620593692036,0.8830528968836175
2197,0.8203,0.139,17,0.6658,1.0,0.012266205936920294,0.985266990361305
2198,0.8273,0.1609,17,0.5842,1.0,0.005266205936920287,0.9936747301303276
2199,0.812,0.1422,17,0.6514,1.0,0.020566205936920268,0.975297813206607
2200,0.7924,0.176,17,0.5152,1.0,0.04016620593692033,0.951756141853344
2201,0.8808,0.1428,16,0.584,1.0,0.048233794063079705,0.942066115920715
2202,0.8091,0.1491,17,0.6479,1.0,0.02346620593692028,0.9718146067308692
2203,0.8327,0.1609,17,0.6244,1.0,0.000133794063079673,0.9998392991907122
2204,0.8476,0.1403,16,0.663,1.0,0.015033794063079697,0.9819428245395073
2205,0.8539,0.1742,17,0.5431,1.0,0.02133379406307967,0.9743758587473871
2206,0.8626,0.1457,16,0.6237,1.0,0.03003379406307971,0.9639262393201734
2207,0.7652,0.182,16,0.4678,0.9749,0.06736620593692033,0.9190860673222853
2208,0.8423,0.1729,17,0.5369,1.0,0.009733794063079726,0.9883086846503385
2209,0.8385,0.1739,16,0.5533,1.0,0.0059337940630797,0.9928728862392365
2210,0.8414,0.1752,16,0.5604,1.0,0.008833794063079714,0.9893896797634986
2211,0.8254,0.1406,16,0.5372,1.0,0.0071662059369203,0.9913926293358786
2212,0.796,0.1893,17,0.4338,0.9978,0.03656620593692028,0.9560801223059843
2213,0.8687,0.1407,17,0.5408,1.0,0.036133794063079705,0.9565994946643109
2214,0.8324,0.1708,16,0.576,1.0,0.00016620593692029395,0.9998003691049011
2215,0.8596,0.1478,17,0.5981,1.0,0.027033794063079708,0.9675295563640401
2216,0.8981,0.117,16,0.6677,1.0,0.06553379406307969,0.9212869876344165
2217,0.8724,0.1188,17,0.6471,1.0,0.03983379406307963,0.952155403643542
2218,0.9073,0.1343,17,0.5826,1.0,0.07473379406307967,0.9102368153665585
2219,0.8836,0.1491,16,0.56,1.0,0.05103379406307973,0.9387030200131059
2220,0.875,0.1521,17,0.5542,1.0,0.04243379406307968,0.9490325288721908
2221,0.8661,0.1468,17,0.6282,1.0,0.03353379406307966,0.9597223694356622
2222,0.8303,0.1233,17,0.6215,0.9788,0.0022662059369202847,0.9972780471741943
2223,0.8472,0.1393,17,0.6128,1.0,0.01463379406307963,0.982423266812023
2224,0.8989,0.125,17,0.6223,1.0,0.06633379406307971,0.9203261030893854
2226,0.8635,0.1383,16,0.5948,0.9965,0.030933794063079723,0.9628452442070133
2227,0.8719,0.1307,17,0.6341,1.0,0.039333794063079686,0.9527559564841864
2228,0.7512,0.1662,17,0.5685,1.0,0.08136620593692034,0.9022705877842403
2229,0.8522,0.1526,16,0.5457,1.0,0.019633794063079635,0.9764177384055783
2230,0.8908,0.1265,16,0.6303,1.0,0.058233794063079714,0.9300550591078257
2231,0.8883,0.1395,17,0.585,1.0,0.055733794063079656,0.933057823311048
2232,0.8832,0.1315,17,0.5887,1.0,0.05063379406307966,0.9391834622856216
2233,0.8997,0.1304,17,0.6054,1.0,0.06713379406307973,0.9193652185443543
2234,0.8785,0.1455,17,0.587,1.0,0.045933794063079625,0.9448286589876795
2235,0.821,0.1473,16,0.6129,1.0,0.01156620593692037,0.9861077643382072
2236,0.8685,0.1473,17,0.6135,1.0,0.03593379406307973,0.9568397158005687
2237,0.8921,0.1316,17,0.5955,1.0,0.05953379406307968,0.9284936217221501
2238,0.8483,0.1543,17,0.5362,1.0,0.01573379406307973,0.981102050562605
2239,0.8725,0.1305,17,0.6314,1.0,0.03993379406307973,0.952035293075413
2240,0.8578,0.1467,16,0.6017,1.0,0.025233794063079684,0.9696915465903603
2241,0.8318,0.1474,17,0.5925,1.0,0.0007662059369203389,0.9990797056961277
2242,0.8687,0.1439,17,0.5613,1.0,0.036133794063079705,0.9565994946643109
2243,0.913,0.13,17,0.5992,1.0,0.08043379406307971,0.9033905129832116
2244,0.8445,0.1721,17,0.5868,1.0,0.011933794063079706,0.9856662521515029
2245,0.8453,0.1742,16,0.576,1.0,0.012733794063079729,0.9847053676064718
2246,0.8801,0.1343,17,0.617,1.0,0.04753379406307967,0.9429068898976173
2247,0.8903,0.127,17,0.6281,1.0,0.05773379406307966,0.9306556119484702
2248,0.8998,0.1459,17,0.58,1.0,0.06723379406307972,0.9192451079762254
2249,0.7953,0.1884,16,0.5045,1.0,0.037266205936920316,0.955239348329082
2250,0.8284,0.1539,16,0.5956,0.9949,0.0041662059369202975,0.9949959463797454
2251,0.8394,0.1503,16,0.6215,1.0,0.006833794063079712,0.9917918911260765
2252,0.7953,0.1929,16,0.5149,1.0,0.037266205936920316,0.955239348329082
2253,0.871,0.1435,17,0.6445,1.0,0.038433794063079674,0.9538369515973465
2254,0.8496,0.155,17,0.617,1.0,0.0170337940630797,0.9795406131769294
2255,0.7964,0.1879,16,0.5421,0.9955,0.036166205936920326,0.9565605645784998
2256,0.8518,0.159,16,0.6076,1.0,0.01923379406307968,0.9768981806780938
2257,0.8555,0.1552,17,0.5841,1.0,0.022933794063079715,0.9724540896573247
2258,0.791,0.1839,17,0.4747,1.0,0.041566205936920286,0.9500745938995396
2259,0.924,0.1063,16,0.6804,1.0,0.09143379406307972,0.8901783504890334
2260,0.8218,0.167,17,0.5934,1.0,0.010766205936920348,0.9870686488832384
2261,0.8716,0.15,16,0.6086,1.0,0.03903379406307972,0.9531162881885731
2262,0.8492,0.1509,17,0.6403,1.0,0.016633794063079632,0.9800210554494451
2263,0.85,0.1547,16,0.6077,1.0,0.017433794063079655,0.9790601709044139
2264,0.8938,0.1319,16,0.6496,1.0,0.061233794063079716,0.9264517420639589
2265,0.8129,0.1688,16,0.5841,1.0,0.019666205936920367,0.976378808319767
2266,0.7399,0.1786,16,0.5402,1.0,0.09266620593692032,0.8886980935856755
2267,0.8696,0.1502,16,0.613,1.0,0.03703379406307972,0.9555184995511509
2268,0.806,0.1511,16,0.6222,1.0,0.026566205936920273,0.9680911791188735
2269,0.8415,0.1692,17,0.5809,1.0,0.008933794063079703,0.9892695691953697
2270,0.7542,0.2162,17,0.391,1.0,0.07836620593692034,0.9058739048281071
2271,0.8865,0.1325,16,0.6424,1.0,0.05393379406307963,0.9352198135373682
2272,0.8411,0.16,17,0.5906,1.0,0.008533794063079636,0.9897500114678853
2273,0.81,0.1646,17,0.5469,1.0,0.02256620593692027,0.9728956018440292
2274,0.8548,0.148,17,0.618,1.0,0.02223379406307968,0.973294863634227
2275,0.7458,0.2078,16,0.446,0.9955,0.0867662059369203,0.8957846171052801
2276,0.8313,0.1748,16,0.5514,1.0,0.0012662059369202838,0.9984791528554833
2278,0.8205,0.1444,16,0.6454,1.0,0.012066205936920316,0.9855072114975628
2279,0.7134,0.2093,17,0.4848,1.0,0.11916620593692029,0.8568687930315191
2280,0.7116,0.195,17,0.4893,1.0,0.12096620593692031,0.854706802805199
2281,0.8408,0.1677,17,0.5391,1.0,0.008233794063079669,0.990110343172272
2282,0.8794,0.1617,17,0.4981,1.0,0.04683379406307964,0.9437476638745195
2283,0.8679,0.1671,17,0.5472,1.0,0.03533379406307968,0.9575603792093421
2284,0.7476,0.2107,17,0.4194,1.0,0.08496620593692028,0.8979466073316003
2285,0.8696,0.144,16,0.5856,1.0,0.03703379406307972,0.9555184995511509
2286,0.9012,0.1388,16,0.5987,1.0,0.06863379406307968,0.9175635600224209
2287,0.8579,0.1533,17,0.5664,1.0,0.025333794063079673,0.9695714360222314
2288,0.8832,0.1396,16,0.6356,1.0,0.05063379406307966,0.9391834622856216
2289,0.8599,0.1469,17,0.6205,1.0,0.027333794063079675,0.9671692246596535
2290,0.8284,0.1655,17,0.5636,1.0,0.0041662059369202975,0.9949959463797454
2291,0.9079,0.1068,15,0.6546,1.0,0.07533379406307972,0.909516151957785
2292,0.8402,0.1678,17,0.5324,1.0,0.007633794063079624,0.9908310065810454
2293,0.832,0.1582,16,0.5767,0.9946,0.0005662059369203609,0.9993199268323855
2294,0.8433,0.1694,16,0.5319,1.0,0.010733794063079727,0.9871075789690497
2295,0.8455,0.1572,17,0.5713,1.0,0.012933794063079707,0.984465146470214
2296,0.855,0.158,16,0.5786,1.0,0.02243379406307966,0.9730546424979692
2297,0.8504,0.1671,17,0.508,1.0,0.017833794063079722,0.9785797286318982
2298,0.8175,0.1952,16,0.4588,1.0,0.015066205936920318,0.9819038944536961
2299,0.8783,0.1358,17,0.6225,1.0,0.04573379406307965,0.9450688801239373
2300,0.843,0.1624,17,0.5918,1.0,0.010433794063079649,0.9874679106734364
2301,0.876,0.1434,17,0.6122,1.0,0.04343379406307968,0.9478314231909019
2302,0.8406,0.1622,17,0.5444,1.0,0.008033794063079691,0.9903505643085297
2303,0.8277,0.1615,16,0.5854,1.0,0.004866205936920331,0.9941551724028431
2304,0.7971,0.1667,17,0.5954,0.9911,0.03546620593692029,0.957401338555402
2305,0.8241,0.1805,17,0.5096,1.0,0.008466205936920268,0.9898311919502031
2306,0.8075,0.1615,17,0.5757,1.0,0.025066205936920327,0.9698928376408068
2307,0.7461,0.1973,16,0.4748,0.9877,0.08646620593692034,0.8961449488096668
2308,0.8081,0.173,17,0.5435,1.0,0.024466205936920282,0.9706135010495802
2309,0.9052,0.1198,16,0.6515,1.0,0.07263379406307968,0.9127591372972652
2310,0.8273,0.1509,17,0.5956,1.0,0.005266205936920287,0.9936747301303276
2311,0.8166,0.1404,17,0.6585,1.0,0.01596620593692033,0.980822899340536
2312,0.9212,0.1273,15,0.573,1.0,0.0886337940630797,0.8935414463966425
2313,0.8564,0.1286,17,0.6806,1.0,0.023833794063079727,0.9713730945441647
2314,0.7391,0.1959,16,0.4639,1.0,0.09346620593692034,0.8877372090406443
2315,0.919,0.1285,15,0.5824,1.0,0.08643379406307972,0.896183878895478
2316,0.8851,0.1384,17,0.6126,1.0,0.052533794063079675,0.9369013614911726
2317,0.7983,0.1578,17,0.6075,1.0,0.03426620593692031,0.9588426653729487
2318,0.8949,0.1504,15,0.4814,1.0,0.062333794063079706,0.9251305258145411
2319,0.8779,0.1636,17,0.5295,1.0,0.04533379406307969,0.9455493223964528
2320,0.9005,0.1444,16,0.5718,1.0,0.06793379406307964,0.9184043339993232
2321,0.8864,0.1315,17,0.6113,1.0,0.05383379406307964,0.935339924105497
2322,0.8755,0.1437,17,0.5617,1.0,0.04293379406307962,0.9484319760315464
2323,0.8991,0.1344,16,0.5979,1.0,0.06653379406307969,0.9200858819531277
2324,0.906,0.1233,16,0.6334,1.0,0.0734337940630797,0.911798252752234
2325,0.8831,0.1436,17,0.589,1.0,0.05053379406307967,0.9393035728537504
2326,0.8191,0.1636,16,0.5577,0.9974,0.013466205936920272,0.9838256635437584
2327,0.8743,0.1634,16,0.5127,1.0,0.04173379406307964,0.949873302849093
2328,0.8532,0.1497,16,0.6196,1.0,0.020633794063079636,0.9752166327242894
2329,0.8874,0.1375,17,0.604,1.0,0.054833794063079644,0.9341388184242081
2330,0.696,0.1355,9,0.5596,1.0,0.13656620593692037,0.8359695541770916
